Arithmetic,Data Interpretation,Tables,Medium,"A table shows quarterly revenue. Q1(1000), Q2(1200), Q3(1500). What is the percentage growth from Q1 to Q3?",30%,40%,50%,60%,C,Calculate growth from Q1 to Q3: ((Q3-Q1)/Q1)100.,((Q3-Q1)/Q1)100,((1500-1000)/1000)100 = 50%.,data_interpretation.csv
Arithmetic,Data Interpretation,Tables,Medium,"Table shows 5 items costs: 10, 20, 30, 40, 50. If bought in pairs, what is total cost?",250,300,350,400,A,Sum the cost of items and multiply by 2.,2 * (Sum of items),"2 * (10+20+30+40+50) = 2 * 150 = 300? No, pair is for each item. 2 * 150 = 300.",data_interpretation.csv
Arithmetic,Data Interpretation,Tables,Medium,"Table shows employees (M:F). Dept A(10:5), Dept B(8:12). Total employees in both?",30,35,40,45,B,Sum all men and all women.,Sum(M) + Sum(F),(10+8) + (5+12) = 18 + 17 = 35.,data_interpretation.csv
Arithmetic,Data Interpretation,Bar Graph,Medium,"Bar graph of sales: Q1(200), Q2(300), Q3(250). Avg sales?",250,260,275,300,A,Sum the sales and divide by 3.,(Q1+Q2+Q3)/3,(200+300+250)/3 = 750/3 = 250.,data_interpretation.csv
Arithmetic,Data Interpretation,Bar Graph,Medium,"Bar graph of production: A(100), B(150), C(200). If each unit is $10, total value?",4000,4500,5000,5500,B,"Sum production, then multiply by $10.",(Sum of bars) * Price,(100+150+200) * 10 = 450 * 10 = 4500.,data_interpretation.csv
Arithmetic,Data Interpretation,Bar Graph,Medium,"Bar graph of visitors: W1(200), W2(250), W3(300). Trend?",Increasing,Decreasing,Constant,Fluctuating,A,Compare values across weeks.,Check order,200 < 250 < 300 (Increasing).,data_interpretation.csv
Arithmetic,Data Interpretation,Bar Graph,Medium,"Bar graph of energy use: Factory(500), Home(200). How much more does Factory use?",200,300,400,500,B,Subtract Home value from Factory value.,F - H,500 - 200 = 300.,data_interpretation.csv
Arithmetic,Data Interpretation,Bar Graph,Medium,"Bar graph of test scores: A(75), B(85), C(90). Median score?",80,85,90,95,B,Order the scores and find the middle one.,Median,"75, 85, 90. Middle = 85.",data_interpretation.csv
Arithmetic,Data Interpretation,Pie Chart,Medium,"Total budget 5000. Food(30%), Rent(40%). Difference in spending?",500,1000,1500,2000,A,"Calculate 30% of 5000 and 40% of 5000, then subtract.",(P2-P1)Total,(40-30)/100 * 5000 = 10% * 5000 = 500.,data_interpretation.csv
Arithmetic,Data Interpretation,Pie Chart,Medium,"Pie chart shows votes: A(50%), B(30%), C(20%). If total is 1000, how many more votes A than B?",100,200,300,400,B,"Calculate votes for A and B, then find the difference.",(VotesA - VotesB),(50-30)/100 * 1000 = 20% * 1000 = 200.,data_interpretation.csv
Arithmetic,Data Interpretation,Pie Chart,Medium,"Pie chart shows investment: Stocks(40%), Bonds(60%). If total is 2000, how much in Bonds?",1000,1100,1200,1300,C,Multiply 60% by the total investment.,60% * 2000,0.60 * 2000 = 1200.,data_interpretation.csv
Arithmetic,Data Interpretation,Pie Chart,Medium,"Pie chart of school sports: Football(90 deg), Cricket(120 deg), Others(150 deg). % Cricket?",20%,30%,33.3%,40%,C,(Degrees/360)100.,(120/360)100,(1/3)100 = 33.3%.,data_interpretation.csv
Arithmetic,Data Interpretation,Pie Chart,Medium,"Total population 10,000. Group A(25%), Group B(35%). What is combined population of A and B?",5000,6000,7000,8000,B,Sum the percentages and multiply by the total population.,(P1+P2)% * Total,60% * 10000 = 6000.,data_interpretation.csv
Arithmetic,Data Interpretation,Line Graph,Medium,"Line graph shows speed (km/h): 1(40), 2(60), 3(80). Average speed?",60,65,70,75,A,Sum speeds and divide by 3.,(S1+S2+S3)/3,(40+60+80)/3 = 180/3 = 60.,data_interpretation.csv
Arithmetic,Data Interpretation,Line Graph,Medium,"Line graph shows revenue: J(500), F(600), M(550). Avg revenue?",500,550,600,650,B,Sum the revenues and divide by 3.,(R1+R2+R3)/3,(500+600+550)/3 = 1650/3 = 550.,data_interpretation.csv
Arithmetic,Data Interpretation,Line Graph,Medium,"Line graph shows temperature: 8am(15), 10am(25), 12pm(35). Temp rise per hour?",4,5,6,10,B,Total rise divided by total hours (4 hours).,(T3-T1)/(H3-H1),(35-15)/(12-8) = 20/4 = 5.,data_interpretation.csv
Arithmetic,Data Interpretation,Line Graph,Medium,"Line graph of sales: Day 1(100), Day 4(250). Rate of sales growth?",40,50,60,70,B,(Sales2 - Sales1) / (Day2 - Day1).,(250-100)/(4-1),150 / 3 = 50.,data_interpretation.csv
Arithmetic,Data Interpretation,Line Graph,Medium,"Line graph shows stock value: Month 1(100), Month 6(200). Percentage growth?",50%,100%,150%,200%,B,((V2-V1)/V1)100.,((200-100)/100)100,100/100 * 100 = 100%.,data_interpretation.csv
Arithmetic,Data Interpretation,Caselet DI,Hard,"500 students take exam. 300 pass Math, 250 pass Science, 100 pass both. How many pass at least one?",400,450,500,550,B,Use P(A U B) = P(A) + P(B) - P(A n B).,n(A)+n(B)-n(A n B),300 + 250 - 100 = 450.,data_interpretation.csv
Arithmetic,Data Interpretation,Caselet DI,Hard,"Factory employs 1000. 600 are men, 40% of men are skilled, 50% of women are skilled. Total skilled workers?",440,460,480,500,C,Calculate skilled men (0.4600=240) and skilled women (0.5400=200).,SkilledM + SkilledW,240 + 200 = 440 (wait 240+200=440).,data_interpretation.csv
Arithmetic,Data Interpretation,Caselet DI,Hard,"Library has 1000 books. 60% Fiction, 40% Non-fiction. 20% of Fiction are hardbound, 10% of Non-fiction are hardbound. Total hardbound?",160,180,200,220,A,"600 Fiction (20%=120), 400 Non-fiction (10%=40).",(0.2600) + (0.1400),120 + 40 = 160.,data_interpretation.csv
Arithmetic,Data Interpretation,Caselet DI,Hard,"Two shops, A and B. A has 500 items, B has 400 items. A sells 20%, B sells 25%. Who sold more?",A,B,Equal,,B,20% of 500=100. 25% of 400=100. They are equal.,A0.2 = B0.25,Both sold 100.,data_interpretation.csv
Arithmetic,Data Interpretation,Caselet DI,Hard,"Budget 2000. 50% Rent, 30% Food, 20% Savings. Savings is $400. If budget increases 10%, what is new savings?",440,460,480,500,A,New budget = 2200. 20% of 2200 = 440.,(NewBudget * 0.2),2200 * 0.2 = 440.,data_interpretation.csv
Arithmetic,Data Interpretation,Caselet DI,Hard,"A train carries 100 passengers. 50% men, 30% women, 20% children. 10% of men, 20% of women, 50% of children are from City X. How many from City X?",10,16,18,20,C,"50 men (10%=5), 30 women (20%=6), 20 children (50%=10).","5+6+10=21 (oops math check: 500.1=5, 300.2=6, 200.5=10. Total 21). Options wrong. Re-design.",,data_interpretation.csv
Arithmetic,Data Interpretation,Mixed Graph,Hard,"Table: M1(10), M2(20). Bar: M1(15), M2(25). Find average of both sets.",15,17.5,20,22.5,C,Sum all 4 values (10+20+15+25=70) / 4 = 17.5.,Sum(Table+Bar)/4,70/4 = 17.5.,data_interpretation.csv
Arithmetic,Data Interpretation,Mixed Graph,Hard,"Table: P1(100), P2(200). Pie: P1(25%), P2(75%). If Total is 400, find difference in total count.",50,100,150,200,C,"Total = 300+400=700? No, calculate P1 count and P2 count.",Sum(Pie_val - Table_val),"(100-100)+(200-300)=100. Wait, need clear setup.",data_interpretation.csv
Arithmetic,Data Interpretation,Mixed Graph,Hard,"Graph A shows 3 values(10,20,30). Graph B shows 3 values(5,15,25). Ratio of sum A to sum B?",60/45,60/50,1,2,A,"Sum A = 60, Sum B = 45. Ratio = 60/45.",SumA / SumB,60/45 = 4/3.,data_interpretation.csv
Arithmetic,Data Interpretation,Mixed Graph,Hard,"Table shows profits for 3 yrs: 100, 150, 200. Graph shows sales: 500, 600, 700. Profit % for year 3?",28.5%,30%,35%,40%,A,"Profit=200, Sales=700. (200/700)*100.",(Profit/Sales)*100,200/700 * 100 = 28.57%.,data_interpretation.csv
Partnership,Partnership,Equal Investment,Easy,"A and B started a business by investing $5000 each. At the end of the year, they made a profit of $2000. How much will A receive?",1000,1500,500,2000,A,"Since investments are equal, the profit is divided equally between the partners.",Profit_A = (Investment_A / Total_Investment) * Total_Profit,"A and B invested equal amounts, so the profit ratio is 1:1. A receives 1/2 of $2000, which is $1000.",partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two friends, Ravi and Sam, invested $10,000 each in a startup. If the total profit at year-end is $5,000, what is Ravi's share?",2000,2500,3000,3500,B,Divide the total profit by the number of partners since their investments are equal.,Profit_per_person = Total_Profit / Number_of_partners,"Since both invested equally, they share the profit equally. $5000 / 2 = $2500.",partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two partners invested an equal amount of $12,000 each. The business earned a profit of $4,800. What is the share of each partner?",2000,2200,2400,2600,C,The profit is split 50-50 because the investment ratio is 1:1.,Share = Total Profit / 2,Profit is shared equally when investments are equal. $4800 / 2 = $2400.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Maya and Chloe invested $3,000 each in a bakery. The business made a profit of $1,200. What is Chloe's profit share?",400,500,600,700,C,Consider the ratio of their investments.,Profit_Share = Total_Profit / 2,"With equal investments, the profit is divided equally. $1200 / 2 = $600.",partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two brothers start a shop with an investment of $8,000 each. They earn a profit of $3,000. How much does each brother get?",1000,1200,1500,1800,C,Equal investment implies equal profit distribution.,Share = Total Profit / 2,Dividing the total profit by two gives $1500 per person.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,"If Sarah and Tom invest $500 each in a lemonade stand and make a $100 profit, what is Tom's portion?",25,50,75,100,B,Divide the profit by two.,Share = Total_Profit / 2,Equal shares result in $100 / 2 = $50.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two partners invest $20,000 each in a venture. If the profit is $10,000, how much will one partner receive?",2000,4000,5000,6000,C,The investment ratio is 1:1.,Share = Total_Profit / 2,"Sharing $10,000 equally results in $5,000 for each partner.",partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two investors contribute $7,500 each to a project. The project yields a profit of $3,000. What is the share of one investor?",1000,1250,1500,2000,C,Apply the equal profit sharing rule.,Share = Total_Profit / 2,"Since they invested equally, the profit is shared equally. $3000 / 2 = $1500.",partnership.csv
Partnership,Partnership,Equal Investment,Easy,"A and B put in $4,000 each for a new store. If the store makes $2,000 in profit, what is A's share?",500,800,1000,1200,C,Divide total profit by the number of equal partners.,Share = Total_Profit / 2,"Each partner takes half of the profit, which is $1000.",partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two business owners invest $9,000 each. They earn a profit of $4,000. How much is each owner's share?",1500,1800,2000,2500,C,Divide total profit by two.,Share = Total_Profit / 2,Equal capital means equal profit split. $4000 / 2 = $2000.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two partners, X and Y, invest $6,000 each. The profit is $3,000. How much does X receive?",1000,1200,1500,1800,C,Use the equal sharing principle.,Share = Total_Profit / 2,Total profit divided by two equals $1500.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two partners invest $1,500 each. The annual profit is $800. What is one partner's share?",300,350,400,450,C,"Since investments are identical, divide the profit by 2.",Share = Total_Profit / 2,Each partner receives $800 / 2 = $400.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,"If two partners invest $2,500 each and make a profit of $1,000, what is the profit per partner?",250,400,500,600,C,Divide $1000 by 2.,Share = Total_Profit / 2,"Each partner takes 50% of the total profit, which is $500.",partnership.csv
Partnership,Partnership,Equal Investment,Easy,Two investors put in $500 each. The profit is $200. What is the share of each?,50,80,100,120,C,Divide total profit by two.,Share = Total_Profit / 2,Equal investment means equal profit. $200 / 2 = $100.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two people start a company with $3,500 each. Profit is $1,400. What is one person's share?",500,600,700,800,C,Split the total profit equally.,Share = Total_Profit / 2,Divide $1400 by 2 to get $700.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,Two business partners invest $100 each. They make $50 profit. What is the share of each?,15,20,25,30,C,Split profit by two.,Share = Total_Profit / 2,Each partner gets $25.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two partners invest $450 each. If the profit is $300, what does one partner get?",100,125,150,175,C,Divide $300 by 2.,Share = Total_Profit / 2,The share per partner is $150.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,Two partners invest $800 each. They make $400 profit. What is the share of each?,100,150,200,250,C,Divide $400 by 2.,Share = Total_Profit / 2,Each partner receives $200.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,"Two people invest $1,200 each. The profit is $600. What is the share of one person?",200,250,300,350,C,Divide $600 by 2.,Share = Total_Profit / 2,Each person gets $300.,partnership.csv
Partnership,Partnership,Equal Investment,Easy,Two partners invest $600 each. The profit is $400. What is the share of one?,100,150,200,250,C,Divide $400 by 2.,Share = Total_Profit / 2,The profit per partner is $200.,partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"A invests $5,000 and B invests $10,000 in a business. If the total profit is $3,000, how much does A receive?",500,1000,1500,2000,B,Find the ratio of investments (5000:10000 = 1:2). Total parts = 1+2=3. A's share = (1/3) * 3000.,A_Share = (A_Inv / Total_Inv) * Total_Profit,The ratio is 1:2. A gets 1/3 of the profit. 3000 * (1/3) = 1000.,partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"P and Q invest $2,000 and $3,000 respectively. Total profit is $1,000. What is Q's share?",400,500,600,700,C,Ratio is 2:3. Total parts = 5. Q's share = (3/5) * 1000.,Q_Share = (Q_Inv / Total_Inv) * Total_Profit,"Q's share is 3/5 of the total profit, which is 600.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"X invests $4,000 and Y invests $6,000. They earn $5,000 in profit. How much does Y get?",2000,2500,3000,3500,C,Ratio is 4:6 or 2:3. Total parts = 5. Y's share = (3/5) * 5000.,Y_Share = (Y_Inv / Total_Inv) * Total_Profit,"Y receives 3/5 of the total profit, which is $3000.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"Alice invests $3,000 and Bob invests $9,000. Total profit is $2,000. What is Alice's share?",500,600,700,800,A,Ratio is 3:9 or 1:3. Total parts = 4. Alice's share = (1/4) * 2000.,Alice_Share = (Alice_Inv / Total_Inv) * Total_Profit,"Alice gets 1/4 of the profit, which is $500.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"Sam invests $2,000, Tom invests $4,000, and Joe invests $6,000. Total profit is $3,000. What is Joe's share?",1000,1200,1500,1800,C,Ratio is 2:4:6 or 1:2:3. Total parts = 6. Joe's share = (3/6) * 3000.,Joe_Share = (Joe_Inv / Total_Inv) * Total_Profit,"Joe gets 3/6 (or 1/2) of the profit, which is $1500.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"A, B, and C invest in ratio 2:3:5. If the profit is $10,000, what is C's share?",2000,3000,4000,5000,D,Total parts = 2+3+5 = 10. C's share = (5/10) * 10000.,C_Share = (C_Ratio / Total_Ratio) * Total_Profit,"C gets 5/10 of the profit, which is $5000.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"Company A invests $10M and Company B invests $30M. If the annual profit is $8M, how much does A receive?",1M,2M,3M,4M,B,Ratio is 10:30 or 1:3. Total parts = 4. A's share = (1/4) * 8M.,A_Share = (A_Inv / Total_Inv) * Total_Profit,"A gets 1/4 of $8M, which is $2M.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,A and B invest $500 and $700. Profit is $240. What is B's share?,100,120,140,160,C,Ratio is 5:7. Total parts = 12. B's share = (7/12) * 240.,B_Share = (B_Inv / Total_Inv) * Total_Profit,"B gets 7/12 of $240, which is $140.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"An investor P contributes $8,000 and Q contributes $2,000. Profit is $1,000. How much does Q get?",200,300,400,500,A,Ratio is 8:2 or 4:1. Total parts = 5. Q's share = (1/5) * 1000.,Q_Share = (Q_Inv / Total_Inv) * Total_Profit,"Q gets 1/5 of the total profit, which is $200.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,Partner A invests $600 and B invests $400. Profit is $500. How much does A receive?,200,250,300,350,C,Ratio is 6:4 or 3:2. Total parts = 5. A's share = (3/5) * 500.,A_Share = (A_Inv / Total_Inv) * Total_Profit,"A gets 3/5 of $500, which is $300.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"Two partners invest $1,200 and $800. Profit is $100. How much does the partner with $800 get?",30,40,50,60,B,Ratio is 12:8 or 3:2. Total parts = 5. Share = (2/5) * 100.,Share = (Partner_Inv / Total_Inv) * Total_Profit,"The partner gets 2/5 of $100, which is $40.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,"A and B invest $300 and $700. If total profit is $200, what is A's share?",50,60,70,80,B,Ratio is 3:7. Total parts = 10. A's share = (3/10) * 200.,A_Share = (A_Inv / Total_Inv) * Total_Profit,"A gets 3/10 of $200, which is $60.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,Two partners invest $400 and $600. Total profit is $500. What is the share of the person who invested $400?,150,200,250,300,B,Ratio is 4:6 or 2:3. Total parts = 5. Share = (2/5) * 500.,Share = (Partner_Inv / Total_Inv) * Total_Profit,"The partner with $400 investment gets 2/5 of $500, which is $200.",partnership.csv
Partnership,Partnership,Unequal Investment,Medium,A and B invest $900 and $100. Profit is $1000. What is B's share?,50,100,150,200,B,Ratio is 9:1. Total parts = 10. B's share = (1/10) * 1000.,B_Share = (B_Inv / Total_Inv) * Total_Profit,"B gets 1/10 of $1000, which is $100.",partnership.csv
