subject,topic,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,hint,formula,explanation
Verbal Ability,Sentence Completion,Context Based,Easy,The movie was so boring that _____,we left halfway through,it became a blockbuster,everyone applauded,I watched it twice,A,Boredom leads to disengagement.,,The context 'so boring that' requires an action reflecting lack of interest.
Verbal Ability,Sentence Completion,Context Based,Easy,She practiced the piano daily; therefore, her performance was _____,flawless,mediocre,unprepared,disastrous,A,Consistent practice leads to mastery.,NA The logical flow from practice is a high-quality performance.
Verbal Ability,Sentence Completion,Context Based,Easy,The road was blocked, so we had to _____,take a detour,speed up,stop the car,turn around and go home,A,A blocked path requires finding another way.,NA A detour is a route used to avoid a blocked road.
Verbal Ability,Sentence Completion,Context Based,Easy,The lecture was highly informative, and the students _____,took detailed notes,fell asleep,started talking,ignored the speaker,A,Valuable information encourages note-taking.,NA Informative content typically engages listeners to record key points.
Verbal Ability,Sentence Completion,Logical Completion,Medium,The company's profits declined sharply, necessitating a _____ in operational expenses.,reduction,growth,surplus,balance,A,When profits fall, costs are usually cut. NA Reduction refers to making something smaller in quantity.
Verbal Ability,Sentence Completion,Logical Completion,Medium,Although he studied extensively, the questions were _____,beyond his understanding,very easy,familiar,quite simple,A,The word 'although' sets up a contrast.,NA The contrast suggests that despite studying  he faced difficulty.
Verbal Ability,Sentence Completion,Logical Completion,Medium,The government implemented new policies to _____ the rising unemployment rate.,curb,promote,ignore,expand,A,Unemployment is a negative issue that needs to be controlled.,,Curb means to restrain or keep in check.
Verbal Ability,Sentence Completion,Logical Completion,Medium,The speaker's argument was so convincing that the audience _____,changed their minds,left the room,argued with him,remained indifferent,A,A convincing argument influences the audience's opinion.,,Changing one's mind is a logical result of being convinced.
Verbal Ability,Sentence Completion,Vocabulary Completion,Medium,The detective found the suspect's alibi to be _____ and full of contradictions.,flimsy,solid,plausible,reliable,A,Contradictions make an alibi weak.,,Flimsy means weak and easily refuted.
Verbal Ability,Sentence Completion,Vocabulary Completion,Medium,The CEO's decision was _____, and everyone accepted it without question.,unanimous,controversial,divided,risky,A,Accepted without question implies full agreement.,NA Unanimous means fully in agreement.
Verbal Ability,Sentence Completion,Vocabulary Completion,Medium,She made a _____ effort to complete the assignment on time.,concerted,lazy,casual,minor,A,Completing a task on time usually requires focused, hard work.,NA Concerted means done with great effort and coordination.
Verbal Ability,Sentence Completion,Vocabulary Completion,Medium,The situation was becoming _____, so they decided to seek professional help.,tenuous,stable,simple,clear,A,Seeking help implies the situation was getting precarious.,NA Tenuous means very weak or slight  often implying instability.
Verbal Ability,Sentence Completion,Grammar Completion,Medium,Had he known about the meeting, he _____ there on time.,would have been,will be,was,had been,A,Third conditional expresses a past hypothetical result.,Past Perfect + would have V3 The structure requires 'would have' + past participle.
